prod,subfund,issuer,date_auth,doc,deriv,type,id_prod,id_subfund,url_doc,name_subfund,name_prod,diff_text,year
E Fund Unit Trust Fund (BJK347),E Fund (HK) Asia Bond Fund (BPN158),"E Fund Management (Hong Kong) Co., Limited",2020-06-23,Offering Documents,No,2,BJK347,BPN158,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPN158&docType=OD,E Fund (HK) Asia Bond Fund,E Fund Unit Trust Fund,(HK) Asia Bond,2020
Eastspring Investments (APD368),Eastspring Investments - Asia Real Estate Multi Asset Income Fund (BPC082),Eastspring Investments (Luxembourg) S.A.,2020-01-09,Offering Documents,No,11,APD368,BPC082,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPC082&docType=OD,Eastspring Investments - Asia Real Estate Multi Asset Income Fund,Eastspring Investments,- Asia Real Estate Multi Asset Income,2020
Eastspring Investments (APD368),Eastspring Investments - Asia Sustainable Bond Fund (BRH008),Eastspring Investments (Luxembourg) S.A.,2021-07-27,Offering Documents,No,11,APD368,BRH008,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRH008&docType=OD,Eastspring Investments - Asia Sustainable Bond Fund,Eastspring Investments,- Asia Sustainable Bond,2021
Eastspring Investments (APD368),Eastspring Investments - Asian Total Return Bond Fund (BSU222),Eastspring Investments (Luxembourg) S.A.,2022-09-20,Offering Documents,No,11,APD368,BSU222,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSU222&docType=OD,Eastspring Investments - Asian Total Return Bond Fund,Eastspring Investments,- Asian Total Return Bond,2022
Eastspring Investments (APD368),Eastspring Investments - Capital Reserve Fund (BPY710),Eastspring Investments (Luxembourg) S.A.,2020-11-13,Offering Documents,No,11,APD368,BPY710,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPY710&docType=OD,Eastspring Investments - Capital Reserve Fund,Eastspring Investments,- Capital Reserve,2020
Eastspring Investments (APD368),Eastspring Investments - China A Shares Growth Fund (BQW529),Eastspring Investments (Luxembourg) S.A.,2021-07-12,Offering Documents,No,11,APD368,BQW529,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW529&docType=OD,Eastspring Investments - China A Shares Growth Fund,Eastspring Investments,- China A Shares Growth,2021
Eastspring Investments (APD368),Eastspring Investments - China Bond Fund (BRV896),Eastspring Investments (Luxembourg) S.A.,2022-02-11,Offering Documents,No,11,APD368,BRV896,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV896&docType=OD,Eastspring Investments - China Bond Fund,Eastspring Investments,- China Bond,2022
Eastspring Investments (APD368),Eastspring Investments - Global Low Volatility Equity Fund (BSX598),Eastspring Investments (Luxembourg) S.A.,2022-11-01,Offering Documents,No,11,APD368,BSX598,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSX598&docType=OD,Eastspring Investments - Global Low Volatility Equity Fund,Eastspring Investments,- Global Low Volatility Equity,2022
Fidelity Funds (AAV264),Fidelity Funds - China RMB Bond Fund (BRG453),FIL Investment Management (Luxembourg) S.A.,2021-08-02,Offering Documents,No,11,AAV264,BRG453,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG453&docType=OD,Fidelity Funds - China RMB Bond Fund,Fidelity Funds,- China RMB Bond,2021
Fidelity Funds (AAV264),Fidelity Funds - Sustainable Eurozone Equity Fund (BQC281),FIL Investment Management (Luxembourg) S.A.,2020-12-11,Offering Documents,No,11,AAV264,BQC281,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQC281&docType=OD,Fidelity Funds - Sustainable Eurozone Equity Fund,Fidelity Funds,- Sustainable Eurozone Equity,2020
Fidelity Funds (AAV264),Fidelity Funds - Sustainable Water & Waste Fund (BQC282),FIL Investment Management (Luxembourg) S.A.,2020-12-11,Offering Documents,No,11,AAV264,BQC282,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQC282&docType=OD,Fidelity Funds - Sustainable Water & Waste Fund,Fidelity Funds,- Sustainable Water & Waste,2020
Fidelity Funds (AAV264),Fidelity Funds - UK Special Situations Fund (BQC283),FIL Investment Management (Luxembourg) S.A.,2020-12-11,Offering Documents,No,11,AAV264,BQC283,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQC283&docType=OD,Fidelity Funds - UK Special Situations Fund,Fidelity Funds,- UK Special Situations,2020
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Corporate Bond Fund (BRE073),FIL Investment Management (Hong Kong) Limited,2021-10-05,Offering Documents,No,2,AFH923,BRE073,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE073&docType=OD,Fidelity Global Investment Fund - Global Corporate Bond Fund,Fidelity Global Investment Fund,- Corporate Bond,2021
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RetireEasy Fund (BRE072),FIL Investment Management (Hong Kong) Limited,2021-10-05,Offering Documents,No,2,AFH923,BRE072,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE072&docType=OD,Fidelity Global Investment Fund - RetireEasy Fund,Fidelity Global Investment Fund,- RetireEasy,2021
Fidelity Selected Funds (BSG286),,FIL Investment Management (Hong Kong) Limited,2022-07-13,Offering Documents,,0,BSG286,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,Fidelity Selected Funds,,2022
Fidelity Selected Funds (BSG286),Short Duration Quality Income Fund (BSG287),FIL Investment Management (Hong Kong) Limited,2022-07-13,Offering Documents,No,0,BSG286,BSG287,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSG287&docType=OD,Short Duration Quality Income Fund,Fidelity Selected Funds,Short Duration Quality Income,2022
First Sentier Investors Global Umbrella Fund plc (AER758),First Sentier Multi-Asset Growth and Income Fund (BPW746),Board of Director - First Sentier Investors Global Umbrella Fund plc,2020-09-23,Offering Documents,No,11,AER758,BPW746,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPW746&docType=OD,First Sentier Multi-Asset Growth and Income Fund,First Sentier Investors Global Umbrella Fund plc,Multi-Asset Growth and Income,2020
First Sentier Investors Global Umbrella Fund plc (AER758),FSSA All China Fund (BSZ924),First Sentier Investors (Hong Kong) Limited,2022-12-01,,No,0,AER758,BSZ924,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSZ924&docType=OD,FSSA All China Fund,First Sentier Investors Global Umbrella Fund plc,FSSA All China,2022
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Leaders Sustainability Fund (BRS702),Board of Director - First Sentier Investors Global Umbrella Fund plc,2021-12-10,Offering Documents,No,11,AER758,BRS702,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS702&docType=OD,Stewart Investors Asia Pacific Leaders Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart Asia Pacific Leaders Sustainability,2021
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Sustainability Fund (BRS704),Board of Director - First Sentier Investors Global Umbrella Fund plc,2021-12-10,Offering Documents,No,11,AER758,BRS704,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS704&docType=OD,Stewart Investors Asia Pacific Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart Asia Pacific Sustainability,2021
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors European Sustainability Fund (BSZ925),First Sentier Investors (Hong Kong) Limited,2022-12-01,,No,0,AER758,BSZ925,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSZ925&docType=OD,Stewart Investors European Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart European Sustainability,2022
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Global Emerging Markets Sustainability Fund (BRS703),Board of Director - First Sentier Investors Global Umbrella Fund plc,2021-12-10,Offering Documents,No,11,AER758,BRS703,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS703&docType=OD,Stewart Investors Global Emerging Markets Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart Emerging Markets Sustainability,2021
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Indian Subcontinent Sustainability Fund (BSZ926),First Sentier Investors (Hong Kong) Limited,2022-12-01,,No,0,AER758,BSZ926,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSZ926&docType=OD,Stewart Investors Indian Subcontinent Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart Indian Subcontinent Sustainability,2022
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Worldwide Sustainability Fund (BSZ927),First Sentier Investors (Hong Kong) Limited,2022-12-01,,No,0,AER758,BSZ927,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSZ927&docType=OD,Stewart Investors Worldwide Sustainability Fund,First Sentier Investors Global Umbrella Fund plc,Stewart Worldwide Sustainability,2022
Foundation Fund Series (BNC674),Foundation Global Income and Growth Fund (BPD431),Foundation Asset Management (HK) Limited,2020-01-02,Offering Documents,No,2,BNC674,BPD431,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPD431&docType=OD,Foundation Global Income and Growth Fund,Foundation Fund Series,Global Income and Growth,2020
Franklin Templeton Asia Fund Series (BFS532),Franklin Select APAC Quality Income Fund (BQN311),Franklin Templeton Investments (Asia) Limited,2021-03-11,Offering Documents,No,2,BFS532,BQN311,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQN311&docType=OD,Franklin Select APAC Quality Income Fund,Franklin Templeton Asia Fund Series,Select APAC Quality Income,2021
Franklin Templeton Asia Fund Series (BFS532),Franklin Templeton Select APAC Income Fund (BQN314),Franklin Templeton Investments (Asia) Limited,2021-03-11,Offering Documents,No,2,BFS532,BQN314,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQN314&docType=OD,Franklin Templeton Select APAC Income Fund,Franklin Templeton Asia Fund Series,Select APAC Income,2021
Franklin Templeton Asia Fund Series (BFS532),Templeton Select APAC Equity Income Fund (BQN312),Franklin Templeton Investments (Asia) Limited,2021-03-11,Offering Documents,No,2,BFS532,BQN312,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQN312&docType=OD,Templeton Select APAC Equity Income Fund,Franklin Templeton Asia Fund Series,Select APAC Equity Income,2021
Franklin Templeton Investment Funds (ACG318),Franklin Global Income Fund (BPW981),Franklin Templeton International Services S.a.r.l.,2020-09-22,Offering Documents,No,11,ACG318,BPW981,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPW981&docType=OD,Franklin Global Income Fund,Franklin Templeton Investment Funds,Global Income,2020
Franklin Templeton Investment Funds (ACG318),Templeton China A-Shares Fund (BRS929),Franklin Templeton International Services S.a.r.l.,2021-12-13,Offering Documents,No,11,ACG318,BRS929,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS929&docType=OD,Templeton China A-Shares Fund,Franklin Templeton Investment Funds,China A-Shares,2021
Franklin Templeton Investment Funds (ACG318),Templeton Global Total Return II Fund (BPW982),Franklin Templeton International Services S.a.r.l.,2020-09-22,Offering Documents,No,11,ACG318,BPW982,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPW982&docType=OD,Templeton Global Total Return II Fund,Franklin Templeton Investment Funds,Global Total Return II,2020
Fubon Fund Series (BPM413),,Fubon Fund Management (Hong Kong) Limited,2020-08-19,Offering Documents,,0,BPM413,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,Fubon Fund Series,,2020
Fubon Fund Series (BPM413),Fubon Asian Bond Target Maturity Fund 2024 (BPM414),Fubon Fund Management (Hong Kong) Limited,2020-08-19,Offering Documents,No,2,BPM413,BPM414,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPM414&docType=OD,Fubon Asian Bond Target Maturity Fund 2024,Fubon Fund Series,Asian Bond Target Maturity 2024,2020
Fullgoal International Funds SICAV (BNY661),Fullgoal China Equity Fund (BRS921),LEMANIK ASSET MANAGEMENT S.A.,2022-03-16,Offering Documents,No,11,BNY661,BRS921,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS921&docType=OD,Fullgoal China Equity Fund,Fullgoal International Funds SICAV,China Equity,2022
GaoTeng Advance (BPX516),,GaoTeng Global Asset Management Limited,2020-11-20,Offering Documents,,0,BPX516,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,GaoTeng Advance,,2020
GaoTeng Advance (BPX516),GaoTeng Emerging Market Fixed Income Fund (BPX517),GaoTeng Global Asset Management Limited,2020-11-20,Offering Documents,No,2,BPX516,BPX517,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPX517&docType=OD,GaoTeng Emerging Market Fixed Income Fund,GaoTeng Advance,Emerging Market Fixed Income,2020
GaoTeng Fund ICAV (BQC330),,Lemanik Asset Management S.A. – Dublin Branch,2020-12-30,Offering Documents,,0,BQC330,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,GaoTeng Fund ICAV,,2020
GaoTeng Fund ICAV (BQC330),GaoTeng Penguin Asian High Yield Fund (BQC331),Lemanik Asset Management S.A. – Dublin Branch,2020-12-30,Offering Documents,No,11,BQC330,BQC331,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQC331&docType=OD,GaoTeng Penguin Asian High Yield Fund,GaoTeng Fund ICAV,Penguin Asian High Yield,2020
GaoTeng WeFund (BND024),GaoTeng China RMB Bond Fund (BSZ877),GaoTeng Global Asset Management Limited,2022-11-23,,,0,BND024,BSZ877,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSZ877&docType=OD,GaoTeng China RMB Bond Fund,GaoTeng WeFund,China RMB Bond,2022
GaoTeng WeFund (BND024),GaoTeng Greater China Select Bond Fund (BQF106),GaoTeng Global Asset Management Limited,2020-12-10,Offering Documents,No,2,BND024,BQF106,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQF106&docType=OD,GaoTeng Greater China Select Bond Fund,GaoTeng WeFund,Greater China Select Bond,2020
GaoTeng WeFund (BND024),GaoTeng WeValue USD Money Market Fund (BPJ877),GaoTeng Global Asset Management Limited,2020-04-23,Offering Documents,No,4,BND024,BPJ877,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPJ877&docType=OD,GaoTeng WeValue USD Money Market Fund,GaoTeng WeFund,WeValue USD Money Market,2020
GFI Unit Trust Series (BNR582),GFI Income Fund (BPC697),GF International Investment Management Limited,2020-03-02,Offering Documents,No,0,BNR582,BPC697,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPC697&docType=OD,GFI Income Fund,GFI Unit Trust Series,Income,2020
GFI Unit Trust Series (BNR582),GFI Select Greater China Growth Fund (BSG488),GF International Investment Management Limited,2022-05-17,Offering Documents,No,2,BNR582,BSG488,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSG488&docType=OD,GFI Select Greater China Growth Fund,GFI Unit Trust Series,Select Greater China Growth,2022
Global X ETF Series II (BGZ810),Global X Asia Pacific High Dividend Yield ETF (BSL575)#,Mirae Asset Global Investments (Hong Kong) Limited,2022-07-05,,No,0,BGZ810,BSL575)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSL575)#&docType=OD,Global X Asia Pacific High Dividend Yield ETF,Global X ETF Series II,Asia Pacific High Dividend Yield,2022
Global X ETF Series II (BGZ810),Global X Bloomberg MSCI Asia ex Japan Green Bond ETF (BSL572)#,Mirae Asset Global Investments (Hong Kong) Limited,2022-07-05,,No,0,BGZ810,BSL572)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSL572)#&docType=OD,Global X Bloomberg MSCI Asia ex Japan Green Bond ETF,Global X ETF Series II,Bloomberg MSCI Asia ex Japan Green Bond,2022
Global X ETF Series II (BGZ810),Global X FTSE China Policy Bank Bond ETF (BSL573)#,Mirae Asset Global Investments (Hong Kong) Limited,2022-07-05,,No,0,BGZ810,BSL573)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSL573)#&docType=OD,Global X FTSE China Policy Bank Bond ETF,Global X ETF Series II,FTSE China Policy Bank Bond,2022
Goldman Sachs Funds (BMX642),Goldman Sachs All China Equity Portfolio (BRZ973),Goldman Sachs Asset Management Fund Services Limited,2022-04-06,Offering Documents,No,11,BMX642,BRZ973,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRZ973&docType=OD,Goldman Sachs All China Equity Portfolio,Goldman Sachs Funds,All China Equity Portfolio,2022
Goldman Sachs Funds (BMX642),Goldman Sachs Asia High Yield Bond Portfolio (BQO773),Goldman Sachs Asset Management Fund Services Limited,2021-03-09,Offering Documents,No,11,BMX642,BQO773,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQO773&docType=OD,Goldman Sachs Asia High Yield Bond Portfolio,Goldman Sachs Funds,Asia High Yield Bond Portfolio,2021
Goldman Sachs Funds (BMX642),Goldman Sachs Global Future Health Care Equity Portfolio (BQO774),Goldman Sachs Asset Management Fund Services Limited,2021-03-09,Offering Documents,No,11,BMX642,BQO774,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQO774&docType=OD,Goldman Sachs Global Future Health Care Equity Portfolio,Goldman Sachs Funds,Global Future Health Care Equity Portfolio,2021
Goldman Sachs Funds (BMX642),Goldman Sachs Global Future Technology Leaders Equity Portfolio (BQO775),Goldman Sachs Asset Management Fund Services Limited,2021-03-09,Offering Documents,No,11,BMX642,BQO775,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQO775&docType=OD,Goldman Sachs Global Future Technology Leaders Equity Portfolio,Goldman Sachs Funds,Global Future Technology Leaders Equity Portfolio,2021
Goldman Sachs Funds (BMX642),Goldman Sachs Global Millennials Equity Portfolio (BPK049),Goldman Sachs Asset Management Fund Services Limited,2020-05-20,Offering Documents,No,11,BMX642,BPK049,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPK049&docType=OD,Goldman Sachs Global Millennials Equity Portfolio,Goldman Sachs Funds,Global Millennials Equity Portfolio,2020
Goldman Sachs Funds (BMX642),Goldman Sachs Global Multi-Asset Income Portfolio (BPK050),Goldman Sachs Asset Management Fund Services Limited,2020-05-20,Offering Documents,No,11,BMX642,BPK050,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPK050&docType=OD,Goldman Sachs Global Multi-Asset Income Portfolio,Goldman Sachs Funds,Global Multi-Asset Income Portfolio,2020
Goldman Sachs Funds (BMX642),Goldman Sachs India Equity Portfolio (BRZ974),Goldman Sachs Asset Management Fund Services Limited,2022-04-06,Offering Documents,No,11,BMX642,BRZ974,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRZ974&docType=OD,Goldman Sachs India Equity Portfolio,Goldman Sachs Funds,India Equity Portfolio,2022
Goldman Sachs Funds (BMX642),Goldman Sachs Japan Equity Partners Portfolio (BSW603),Goldman Sachs Asset Management Fund Services Limited,2022-11-16,Offering Documents,No,13,BMX642,BSW603,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSW603&docType=OD,Goldman Sachs Japan Equity Partners Portfolio,Goldman Sachs Funds,Japan Equity Partners Portfolio,2022
Goldman Sachs Funds (BMX642),Goldman Sachs US CORE® Equity Portfolio (BPK051),Goldman Sachs Asset Management Fund Services Limited,2020-05-20,Offering Documents,No,11,BMX642,BPK051,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPK051&docType=OD,Goldman Sachs US CORE® Equity Portfolio,Goldman Sachs Funds,US CORE® Equity Portfolio,2020
HAL European Small Cap Equities (BPB839),,Hauck & Aufhauser Fund Services S.A.,2020-03-25,Offering Documents,No,0,BPB839,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,HAL European Small Cap Equities,,2020
Hang Seng Investment Index Funds Series (AJE064),Hang Seng TECH Index ETF (BPY312)#,Hang Seng Investment Management Limited,2020-08-27,Offering Documents,No,0,AJE064,BPY312)#,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPY312)#&docType=OD,Hang Seng TECH Index ETF,Hang Seng Investment Index Funds Series,TECH ETF,2020
Hang Seng Investment Series (AEO342),Hang Seng Ping An Asian Income Fund (BPQ151),Hang Seng Investment Management Limited,2020-07-29,Offering Documents,No,2,AEO342,BPQ151,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPQ151&docType=OD,Hang Seng Ping An Asian Income Fund,Hang Seng Investment Series,Ping An Asian Income,2020
HSBC Collective Investment Trust (BBR113),HSBC Evolving Asia Equity Fund (BQC507),HSBC Investment Funds (Hong Kong) Limited,2020-11-05,Offering Documents,No,2,BBR113,BQC507,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQC507&docType=OD,HSBC Evolving Asia Equity Fund,HSBC Collective Investment Trust,Evolving Asia Equity,2020
HSBC Collective Investment Trust (BBR113),HSBC Global Diversified Real Return Fund (BTB190),HSBC Investment Funds (Hong Kong) Limited,2022-11-30,,No,0,BBR113,BTB190,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BTB190&docType=OD,HSBC Global Diversified Real Return Fund,HSBC Collective Investment Trust,Global Diversified Real Return,2022
HSBC Collective Investment Trust (BBR113),HSBC Global Sustainable Multi-Asset Income Fund (BRF681),HSBC Investment Funds (Hong Kong) Limited,2021-07-19,Offering Documents,No,2,BBR113,BRF681,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRF681&docType=OD,HSBC Global Sustainable Multi-Asset Income Fund,HSBC Collective Investment Trust,Global Sustainable Multi-Asset Income,2021
HSBC Global Funds ICAV (BNY711),HSBC Global Funds ICAV - Global Emerging Market Government Local Bond Index Fund (BPK596),HSBC Investment Funds (Luxembourg) S.A.,2020-09-07,Offering Documents,No,11,BNY711,BPK596,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BPK596&docType=OD,HSBC Global Funds ICAV - Global Emerging Market Government Local Bond Index Fund,HSBC Global Funds ICAV,- Emerging Market Government Local Bond Index,2020
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Asia ESG Bond (BSM001),HSBC Investment Funds (Luxembourg) S.A.,2022-09-26,Offering Documents,No,11,AAU032,BSM001,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSM001&docType=OD,HSBC Global Investment Funds - Asia ESG Bond,HSBC Global Investment Funds,- Asia ESG Bond,2022
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global Equity Sustainable Healthcare (BRJ482),HSBC Investment Funds (Luxembourg) S.A.,2021-12-22,Offering Documents,No,11,AAU032,BRJ482,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ482&docType=OD,HSBC Global Investment Funds - Global Equity Sustainable Healthcare,HSBC Global Investment Funds,- Equity Sustainable Healthcare,2021
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global Infrastructure Equity (BSR905),HSBC Investment Funds (Luxembourg) S.A.,2022-09-23,Offering Documents,No,11,AAU032,BSR905,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSR905&docType=OD,HSBC Global Investment Funds - Global Infrastructure Equity,HSBC Global Investment Funds,- Infrastructure Equity,2022
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Ultra Short Duration Bond (BRE374),HSBC Investment Funds (Luxembourg) S.A.,2021-07-16,Offering Documents,No,11,AAU032,BRE374,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE374&docType=OD,HSBC Global Investment Funds - Ultra Short Duration Bond,HSBC Global Investment Funds,- Ultra Short Duration Bond,2021
HSBC Global Money Funds (AAW227),HSBC Global Money Funds - Renminbi (BSH331),HSBC Investment Funds (Hong Kong) Limited,2022-05-27,Offering Documents,No,4,AAW227,BSH331,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSH331&docType=OD,HSBC Global Money Funds - Renminbi,HSBC Global Money Funds,- Renminbi,2022
HuaAn Investment Fund OFC (BSJ880),,HuaAn Asset Management (Hong Kong) Limited,2022-08-22,Offering Documents,,0,BSJ880,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD,,HuaAn Investment Fund OFC,,2022
HuaAn Investment Fund OFC (BSJ880),HuaAn High Yield Bond Fund (BSJ882),HuaAn Asset Management (Hong Kong) Limited,2022-08-22,,No,0,BSJ880,BSJ882,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSJ882&docType=OD,HuaAn High Yield Bond Fund,HuaAn Investment Fund OFC,High Yield Bond,2022
HuaAn Investment Fund OFC (BSJ880),HuaAn Investment Grade Bond Fund (BSJ881),HuaAn Asset Management (Hong Kong) Limited,2022-08-22,Offering Documents,No,2,BSJ880,BSJ881,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSJ881&docType=OD,HuaAn Investment Grade Bond Fund,HuaAn Investment Fund OFC,Grade Bond,2022
Invesco Funds (AAV714),Invesco Asian Investment Grade Bond Fund (BQW030),INVESCO Management S.A.,2021-05-20,Offering Documents,No,11,AAV714,BQW030,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW030&docType=OD,Invesco Asian Investment Grade Bond Fund,Invesco Funds,Asian Investment Grade Bond,2021
Invesco Funds (AAV714),Invesco China A-Share Quality Core Equity Fund (BSR229),INVESCO Management S.A.,2022-08-24,Offering Documents,No,11,AAV714,BSR229,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BSR229&docType=OD,Invesco China A-Share Quality Core Equity Fund,Invesco Funds,China A-Share Quality Core Equity,2022
