Product (CE No.),Sub-fund (CE No.),Issuer,Authorisation date,Documents,Derivative funds,type
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman Short Duration High Yield SDG Engagement Fund (BAU647),Neuberger Berman Asset Management Ireland Limited,22/1/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman Strategic Income Fund (BEL942),Neuberger Berman Asset Management Ireland Limited,5/5/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman Sustainable Asia High Yield Fund (BSI123),Neuberger Berman Asset Management Ireland Limited,24/5/2022,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman Sustainable Emerging Market Corporate Debt Fund (This is not classified as an ESG fund in Hong Kong*) (BEL939),Neuberger Berman Asset Management Ireland Limited,5/5/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman US Multi Cap Opportunities Fund (BAU640),Neuberger Berman Asset Management Ireland Limited,22/1/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman US Real Estate Securities Fund (BAU642),Neuberger Berman Asset Management Ireland Limited,22/1/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Neuberger Berman Investment Funds plc (BAU636),Neuberger Berman US Small Cap Fund (BAU646),Neuberger Berman Asset Management Ireland Limited,22/1/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
New Capital Hong Kong Unit Trust Series (BKY325),,EFG Asset Management (HK) Limited,7/11/2017,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
New Capital Hong Kong Unit Trust Series (BKY325),New Capital All The B's Rated Fixed Maturity Bond Fund 2025 (BQP561),EFG Asset Management (HK) Limited,24/2/2021,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
New Capital Hong Kong Unit Trust Series (BKY325),New Capital Asia Future Leaders Fund (BKY326),EFG Asset Management (HK) Limited,7/11/2017,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
New Capital Hong Kong Unit Trust Series (BKY325),New Capital Wealthy Nations Fixed Maturity Bond Fund 2023 (BPW149),EFG Asset Management (HK) Limited,17/8/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
New Capital Hong Kong Unit Trust Series (BKY325),New Capital Wealthy Nations Fixed Maturity Bond Fund 2024 (BPK507),EFG Asset Management (HK) Limited,16/3/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;0;0;0;0
New Capital UCITS Fund Plc (BFA311),,KBA Consulting Management Limited,19/8/2015,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
New Capital UCITS Fund Plc (BFA311),New Capital China Equity Fund (BFA315),KBA Consulting Management Limited,19/8/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
New Capital UCITS Fund Plc (BFA311),New Capital Global Equity Income Fund (BFA314),KBA Consulting Management Limited,19/8/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
New Capital UCITS Fund Plc (BFA311),New Capital US Growth Fund (BFA313),KBA Consulting Management Limited,19/8/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
New Capital UCITS Fund Plc (BFA311),New Capital Wealthy Nations Bond Fund (BFA312),KBA Consulting Management Limited,19/8/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Nikko AM Hong Kong Investment Funds (BHY160),,Nikko Asset Management Hong Kong Limited,17/11/2016,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Nikko AM Hong Kong Investment Funds (BHY160),Nikko AM Asian Small Mid Equity Fund (BHY161),Nikko Asset Management Hong Kong Limited,17/11/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Ninety One Global Strategy Fund (AAQ612),,Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Ninety One Global Strategy Fund (AAQ612),All China Bond Fund (BMJ356),Ninety One Luxembourg S.A.,24/4/2018,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),All China Equity Fund (BHZ554),Ninety One Luxembourg S.A.,22/9/2016,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),American Franchise Fund (BQK970),Ninety One Luxembourg S.A.,24/12/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Asia Pacific Equity Opportunities Fund (AUR974),Ninety One Luxembourg S.A.,14/7/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Asia Pacific Franchise Fund (BRV725),Ninety One Luxembourg S.A.,13/12/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Asian Equity Fund (ADX785),Ninety One Luxembourg S.A.,30/5/1997,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Blended Debt Fund (BAF171),Ninety One Luxembourg S.A.,17/6/2013,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Corporate Debt Fund (AWS588),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Equity Fund (AWS589),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Hard Currency Debt Fund (BAF169),Ninety One Luxembourg S.A.,17/6/2013,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Investment Grade Corporate Debt Fund (BPF354),Ninety One Luxembourg S.A.,23/1/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Local Currency Debt Fund (APR179),Ninety One Luxembourg S.A.,13/11/2007,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Local Currency Dynamic Debt Fund (AWS587),Ninety One Luxembourg S.A.,19/1/2012,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Emerging Markets Multi-Asset Fund (BBR125),Ninety One Luxembourg S.A.,10/2/2014,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),European Equity Fund (ABD811),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Dynamic Fund (ALV259),Ninety One Luxembourg S.A.,14/4/2005,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Environment Fund (BPM841),Ninety One Luxembourg S.A.,29/5/2020,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Equity Fund (ABD829),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Franchise Fund (ASS783),Ninety One Luxembourg S.A.,8/5/2009,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Gold Fund (ABD837),Ninety One Luxembourg S.A.,26/11/1990,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global High Yield Fund (ABD830),Ninety One Luxembourg S.A.,26/11/1990,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Multi-Asset Income Fund (BBR126),Ninety One Luxembourg S.A.,10/2/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Natural Resources Fund (AOX240),Ninety One Luxembourg S.A.,13/11/2007,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Quality Dividend Growth Fund (BGD682),Ninety One Luxembourg S.A.,27/11/2015,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Strategic Equity Fund (ACB310),Ninety One Luxembourg S.A.,28/4/1994,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Strategic Managed Fund (ACQ099),Ninety One Luxembourg S.A.,15/2/1995,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Global Total Return Credit Fund (BKJ588),Ninety One Luxembourg S.A.,29/8/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Investment Grade Corporate Bond Fund (AGH362),Ninety One Luxembourg S.A.,24/11/2000,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Latin American Corporate Debt Fund (AUR971),Ninety One Luxembourg S.A.,14/7/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Sterling Money Fund (ABD823),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,No,0;0;4;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),Target Return Bond Fund (ABD813),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),UK Alpha Fund (ABD824),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Ninety One Global Strategy Fund (AAQ612),US Dollar Money Fund (ABD826),Ninety One Luxembourg S.A.,18/10/1989,Offering Documents,No,0;0;4;0;0;0;0;0;0;11;0;0;0
Orient Sun Rise Genesis Fund Series (BQL527),,Orient Asset Management (Hong Kong) Limited,31/12/2020,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Orient Sun Rise Genesis Fund Series (BQL527),Orient Sun Rise Greater China Bond Fund (BQL528),Orient Asset Management (Hong Kong) Limited,31/12/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Phillip Wealth Funds (BIS316),,Phillip Capital Management (HK) Limited,9/5/2017,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Phillip Wealth Funds (BIS316),Phillip HKD Money Market Fund (BIS317),Phillip Capital Management (HK) Limited,9/5/2017,Offering Documents,No,0;0;4;0;0;0;0;0;0;0;0;0;0
Pictet (AOY988),,Pictet Asset Management (Europe) S.A.,2/1/2008,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Pictet (AOY988),Pictet - Asian Equities Ex Japan (ARB783),Pictet Asset Management (Europe) S.A.,29/8/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Asian Local Currency Debt (BBU292),Pictet Asset Management (Europe) S.A.,5/6/2014,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Clean Energy (APF570),Pictet Asset Management (Europe) S.A.,2/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Digital (AOY996),Pictet Asset Management (Europe) S.A.,2/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Emerging Corporate Bonds (BBU291),Pictet Asset Management (Europe) S.A.,5/6/2014,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Emerging Local Currency Debt (BBU290),Pictet Asset Management (Europe) S.A.,5/6/2014,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Emerging Markets (AUB355),Pictet Asset Management (Europe) S.A.,28/4/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Global Emerging Debt (ARB777),Pictet Asset Management (Europe) S.A.,29/8/2008,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Global Environmental Opportunities (AWT552),Pictet Asset Management (Europe) S.A.,26/1/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Global Megatrend Selection (AUB359),Pictet Asset Management (Europe) S.A.,28/4/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Global Thematic Opportunities (BRJ321),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Human (BRJ320),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Nutrition (AUB358),Pictet Asset Management (Europe) S.A.,28/4/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Premium Brands (AOY998),Pictet Asset Management (Europe) S.A.,2/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Robotics (BIV450),Pictet Asset Management (Europe) S.A.,3/4/2017,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Russian Equities (ARB789),Pictet Asset Management (Europe) S.A.,29/8/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Security (AOZ008),Pictet Asset Management (Europe) S.A.,2/1/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - SmartCity (AWT553),Pictet Asset Management (Europe) S.A.,26/1/2012,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Timber (ARB790),Pictet Asset Management (Europe) S.A.,29/8/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet (AOY988),Pictet - Water (ARB782),Pictet Asset Management (Europe) S.A.,29/8/2008,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
Pictet HK (BHN011),,Pictet Asset Management (Hong Kong) Limited,25/8/2016,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
Pictet HK (BHN011),Pictet Asian Bond Income (BQC194),Pictet Asset Management (Hong Kong) Limited,4/12/2020,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
Pictet HK (BHN011),Pictet Strategic Income (BHN020),Pictet Asset Management (Hong Kong) Limited,25/8/2016,Offering Documents,No,2;0;0;0;0;0;0;0;0;0;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),,PIMCO Global Advisors (Ireland) Limited,19/7/2000,Offering Documents,,0;0;0;0;0;0;0;0;0;0;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Asia Strategic Interest Bond Fund (AVE582),PIMCO Global Advisors (Ireland) Limited,10/12/2010,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Commodity Real Return Fund (ARM229),PIMCO Global Advisors (Ireland) Limited,19/9/2008,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Diversified Income Fund (ANP298),PIMCO Global Advisors (Ireland) Limited,24/8/2006,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Emerging Local Bond Fund (ARM231),PIMCO Global Advisors (Ireland) Limited,19/9/2008,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Emerging Markets Bond Fund (AHX565),PIMCO Global Advisors (Ireland) Limited,9/10/2002,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Emerging Markets Short-Term Local Currency Fund (AQN964),PIMCO Global Advisors (Ireland) Limited,27/3/2008,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Global Bond Fund (AHX563),PIMCO Global Advisors (Ireland) Limited,9/10/2002,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Global High Yield Bond Fund (ANP301),PIMCO Global Advisors (Ireland) Limited,24/8/2006,Offering Documents,No,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Global Investment Grade Credit Fund (AJJ992),PIMCO Global Advisors (Ireland) Limited,28/4/2004,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Global Real Return Fund (AJJ991),PIMCO Global Advisors (Ireland) Limited,28/4/2004,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
PIMCO Funds: Global Investors Series Plc (AFR656),Income Fund (BAR664),PIMCO Global Advisors (Ireland) Limited,15/1/2014,Offering Documents,Yes,0;0;0;0;0;0;0;0;0;11;0;0;0
